,code,logo,ko_name,description,sector,industry,country_code,phone,website,market
0,ALNY,https://file.alphasquare.co.kr/media/images/stock_logo/us/ALNY.png,앨나일램 파마슈티컬스,"Alnylam Pharmaceuticals는 RNA 간섭(RNAi) 치료제 연구의 선두 주자입니다. RNAi는 서열 특이적 침묵 및 유전자 발현 조절을 위해 세포 내에서 자연적으로 발생하는 생물학적 경로입니다. Alnylam은 hATTR 아밀로이드증에 대한 Onpattro 및 Amvuttra, 급성 간성 포르피린증에 대한 Givlaari, 원발성 고산소뇨증 1형에 대한 Oxlumo 및 고콜레스테롤혈증에 대한 Leqvio의 5가지 약물을 시판하고 있습니다. 또한 다양한 치료 영역에 걸쳐 여러 임상 프로그램이 있습니다. 심장대사질환; 간 감염성 질환 및 CNS/안구 질환. 연구 파트너십의 선불 비용은 Alnylam의 현금 수준을 높였으며 회사는 협력 파트너십에 따라 상용화된 의약품의 추가 이정표와 로열티를 보게 될 것입니다.",헬스케어,제약/건강기능식품,US,(617) 551-8200,https://www.alnylam.com,nasdaq
0,AMAT,https://file.alphasquare.co.kr/media/images/stock_logo/us/AMAT.png,어플라이드 머티어리얼즈,"Applied Materials는 세계 최대의 반도체 제조 장비 공급업체로서 전 세계 거의 모든 칩을 만드는 데 도움이 되는 재료 엔지니어링 솔루션을 제공합니다. 이 회사의 시스템은 리소그래피를 제외한 거의 모든 주요 프로세스 단계에서 사용됩니다. 주요 도구에는 화학적 및 물리적 기상 증착, 에칭, 화학 기계적 연마, 웨이퍼 및 레티클 검사, 임계 치수 측정 및 결함 검사 주사 전자 현미경용 도구가 포함됩니다.",하드웨어/IT장비,반도체/반도체장비,US,(408) 563-5300,https://www.appliedmaterials.com,nasdaq
0,AMD,https://file.alphasquare.co.kr/media/images/stock_logo/us/AMD.png,어드밴스드 마이크로 디바이시스(AMD),Advanced Micro Devices는 컴퓨터 및 가전제품 산업용 마이크로프로세서를 설계합니다. 판매의 대부분은 CPU 및 GPU를 통해 개인용 컴퓨터 및 데이터 센터 시장에서 발생합니다. 또한 이 회사는 Sony PlayStation 및 Microsoft Xbox와 같은 유명한 게임 콘솔에 있는 칩을 공급합니다. AMD는 2006년 PC 먹이 사슬에서 입지를 개선하기 위한 노력의 일환으로 그래픽 프로세서 및 칩셋 제조업체인 ATI를 인수했습니다. 2009년에 회사는 파운드리 GlobalFoundries를 형성하기 위해 제조 작업을 분사했습니다. 2022년에 이 회사는 데이터 센터 및 자동차와 같은 주요 최종 시장에서 비즈니스를 다각화하고 기회를 확대하기 위해 필드 프로그래밍 가능 게이트 어레이 리더인 Xilinx를 인수했습니다.,하드웨어/IT장비,반도체/반도체장비,US,(408) 749-4000,http://www.amd.com,nasdaq
0,AMGN,https://file.alphasquare.co.kr/media/images/stock_logo/us/AMGN.png,암젠,"암젠은 생명공학 기반 인간 치료제 분야의 선두주자로 신장 질환 및 암 지지 요법 제품에 대한 역사적 전문 지식을 보유하고 있습니다. 주력약으로는 적혈구증강제 에포젠과 아라네스프, 면역증강제인 뉴포젠과 뉴라스타, 염증성질환 엔브렐과 오테즐라 등이 있다. 암젠은 2006년 첫 암치료제인 벡티빅스를 출시했고, 뼈 강화제인 프롤리아/엑스지바(2010년 승인)와 이브니티(2019년)를 판매하고 있다. Onyx 인수로 Kyprolis와 함께 회사의 종양 치료 포트폴리오가 강화되었습니다. 최근 출시된 제품에는 Repatha(콜레스테롤 저하제), Aimovig(편두통), Lumakras(폐암) 및 Tezspire(천식)가 있습니다. Amgen의 바이오시밀러 포트폴리오에는 Mvasi(바이오시밀러 Avastin), Kanjinti(바이오시밀러 Herceptin) 및 Amgevita(바이오시밀러 Humira)가 포함됩니다.",헬스케어,생명과학/공학,US,(805)447-1000,https://www.amgen.com,nasdaq
0,AMZN,https://file.alphasquare.co.kr/media/images/stock_logo/us/AMZN.png,아마존닷컴,"Amazon은 2021년 순매출액이 3,860억 달러, 물리적/디지털 온라인 총 상품 규모가 약 5,780억 달러로 추정되는 선도적인 온라인 소매업체이자 가장 높은 수익을 올리는 전자상거래 통합업체 중 하나입니다. 소매 관련 매출은 전체 매출의 약 80%를 차지하며 Amazon Web Services의 클라우드 컴퓨팅, 스토리지, 데이터베이스 및 기타 제품(10%-15%), 광고 서비스(5%) 등이 그 뒤를 잇습니다. 독일, 영국 및 일본이 이끄는 Amazon의 비 AWS 매출의 25%-30%를 국제 부문이 구성합니다.",소매,인터넷/카탈로그소매,US,(206) 266-1000,https://www.amazon.com,nasdaq
0,ANSS,https://file.alphasquare.co.kr/media/images/stock_logo/us/ANSS.jpeg,앤시스,"Ansys는 구조, 유체, 반도체 전력, 임베디드 소프트웨어, 광학 및 전자기 속성에 대한 시뮬레이션 기능을 제공하는 엔지니어링 소프트웨어 회사입니다. Ansys는 4,000명 이상의 직원을 고용하고 항공우주 방위 및 자동차 분야의 고객을 포함하여 전 세계적으로 50,000명 이상의 고객에게 서비스를 제공합니다.",IT/ICT,소프트웨어,US,(844) 462-6797,https://www.ansys.com,nasdaq
0,APA,https://file.alphasquare.co.kr/media/images/stock_logo/us/APA.jpeg,APA (US),"휴스턴에 본사를 둔 APA는 독립적인 탐사 및 생산 회사입니다. 주로 미국, 이집트, 북해 및 수리남에서 운영됩니다. 2022년 말에 확인된 매장량은 총 8억 9천만 배럴의 석유 등가물이었고, 순생산량은 40만 boe/d였습니다(이 중 64%는 석유 및 천연 가스 액체였으며 나머지는 천연 가스였습니다).",에너지,가스,US,713.296.6000,https://www.apacorp.com,nasdaq
0,ARGX,https://file.alphasquare.co.kr/media/images/stock_logo/us/ARGX.png,아겐스 ADR,"argenx SE는 면역학 회사입니다. 중증 자가면역질환 및 암 치료를 위한 차별화된 항체 기반 치료제 파이프라인 개발 사업을 영위하고 있다. 이 그룹은 면역학 혁신 프로그램(IIP)을 통해 학계 연구자들과 협력했으며 면역학 혁신을 새로운 항체 기반 의약품 포트폴리오로 전환하는 것을 목표로 합니다. argenx는 미국, 일본 및 EU에서 신생아 Fc 수용체(FcRn) 차단제를 개발하여 상용화하고 있습니다. 제품 파이프라인에는 ARGX-117, ARGX-118, ARGX-115, ARGX-116 등과 같은 제품 후보가 포함됩니다.",,,US,,https://www.argenx.com,nasdaq
0,ASML,https://file.alphasquare.co.kr/media/images/stock_logo/us/ASML.png,ASML 홀딩 ADR,"1984년에 설립되어 네덜란드에 기반을 둔 ASML은 반도체 제조에 사용되는 포토리소그래피 시스템의 최고 공급업체입니다. 포토리소그래피는 광원을 사용하여 포토마스크의 회로 패턴을 반도체 웨이퍼에 노출시키는 공정입니다. 이 부문의 최신 기술 발전으로 칩 제조업체는 동일한 실리콘 영역에서 트랜지스터 수를 지속적으로 늘릴 수 있으며, 리소그래피는 역사적으로 최첨단 칩 제조 비용의 의미 있는 부분을 차지했습니다. 칩 제조업체는 3나노미터 프로세스 노드를 계속 통과하려면 ASML의 차세대 EUV 리소그래피 도구가 필요합니다. ASML의 제품은 인텔, 삼성, TSMC 등 주요 반도체 제조사에서 사용되고 있다.",,,US,,https://www.asml.com,nasdaq
0,ATVI,https://file.alphasquare.co.kr/media/images/stock_logo/us/ATVI.png,액티비전 블리자드,"Activision Blizzard는 2008년 최대 콘솔 비디오 게임 퍼블리셔 중 하나인 Activision과 최대 PC 비디오 게임 퍼블리셔 중 하나인 Blizzard의 합병으로 설립되었습니다. 합병된 회사는 여전히 세계 최대의 비디오 게임 퍼블리셔 중 하나입니다. Activision의 인상적인 프랜차이즈 포트폴리오에는 평생 매출 80억 달러 이상을 자랑하는 World of Warcraft와 12년 동안 14개 타이틀에 걸쳐 1억 7,500만 장 이상 판매된 Call of Duty가 포함됩니다.",IT/ICT,소프트웨어,US,(310) 266-6025,https://www.activisionblizzard.com,nasdaq
0,AVGO,https://file.alphasquare.co.kr/media/images/stock_logo/us/AVGO.png,브로드컴,"Broadcom과 Avago의 통합 법인인 Broadcom은 다양한 최종 시장에서 매우 다양한 제품 포트폴리오를 자랑합니다. Avago는 주로 유선 인프라, 엔터프라이즈 스토리지 및 산업용 최종 시장을 위한 다양한 솔루션 외에도 Apple iPhone과 같은 고급형 스마트폰에 사용되는 무선 주파수 필터 및 증폭기에 중점을 두었습니다. Legacy Broadcom은 스위치 및 물리 계층 칩, 광대역 제품(텔레비전 셋톱 박스 프로세서 등), Wi-Fi 및 Bluetooth와 같은 표준을 처리하는 연결 칩과 같은 네트워킹 반도체를 대상으로 했습니다. 이 회사는 시만텍의 엔터프라이즈 보안 사업부인 Brocade, CA Technologies를 인수했으며 엔터프라이즈 소프트웨어 제품을 강화하기 위해 VMware를 인수하는 계약이 보류 중입니다.",하드웨어/IT장비,반도체/반도체장비,US,408-433-8000,https://www.broadcom.com,nasdaq
0,AXON,https://file.alphasquare.co.kr/media/images/stock_logo/us/AXON.jpeg,액손 엔터프라이스,"Axon Enterprise Inc는 법 집행 기관, 교정 기관, 군대, 개인 보안 요원 및 개인이 개인 방어를 위해 사용하도록 설계된 전도성 에너지 장치 및 클라우드 기반 디지털 증거 관리 소프트웨어를 개발, 제조 및 판매합니다. 이 회사는 Taser와 소프트웨어 및 센서의 두 부문으로 운영됩니다. Taser는 사용자 보호 및 가상 현실 훈련에 사용되는 CED를 개발 및 판매합니다. 소프트웨어 및 센서는 차체 카메라, 자동 번호판 판독, 디지털 증거 관리 시스템과 같은 완전히 통합된 하드웨어 및 클라우드 기반 소프트웨어 솔루션을 제조합니다. Axon은 전 세계에 제품을 제공하고 대부분의 수익을 미국에서 얻습니다.",기타,우주항공/국방,US,480-991-0797,https://investor.axon.com,nasdaq
0,AZN,https://file.alphasquare.co.kr/media/images/stock_logo/us/AZN.png,아스트라제네카 ADR,"1999년 스웨덴의 Astra와 영국의 Zeneca Group이 합병하여 AstraZeneca가 탄생했습니다. 이 회사는 위장, 당뇨병, 심혈관, 호흡기, 암, 면역학 및 희귀 질환을 포함한 여러 주요 치료 클래스에 걸쳐 브랜드 의약품을 판매합니다. 판매의 대부분은 미국이 판매의 1/3을 차지하는 국제 시장에서 발생합니다.",,,US,,https://www.astrazeneca.com,nasdaq
0,AZPN,https://file.alphasquare.co.kr/media/images/stock_logo/us/AZPN.png,애스펜 테크놀로지,"AspenTech는 자산 최적화 소프트웨어 분야의 글로벌 리더로서 자본 집약적 산업 분야의 고객이 수익성, 안전 및 지속 가능성 목표를 충족하도록 기능을 설계, 운영 및 유지할 수 있도록 지원합니다. AspenTech의 Heritage 사업부는 1981년에 설립되었으며 엔지니어링, 제조, 공급망 및 자산 관리 기능을 최적화하기 위한 소프트웨어 솔루션을 제공합니다. 2021년에 Emerson Electric은 60억 달러 이상의 현금과 Open Systems International Inc(OSI Inc 또는 디지털 그리드 관리, DGM) 및 지하 과학 및 엔지니어링(SSE) 비즈니스를 AspenTech 주식의 55%와 거래했습니다. 새로운 AspenTech는 Heritage Aspen, OSI 및 SSE의 조합으로 40개국에서 3,000명 이상의 고객에게 서비스를 제공합니다.",IT/ICT,IT서비스,US,781-221-6400,https://www.aspentech.com,nasdaq
0,BGNE,https://file.alphasquare.co.kr/media/images/stock_logo/us/BGNE.jpeg,베이진 ADR,"BeiGene Ltd는 상업 단계의 생명 공학 회사입니다. 암 치료를 위한 분자 표적 및 면역 종양 약물의 발견 및 개발에 종사하고 있습니다. 이 회사는 약물 발견 노력을 지원하기 위해 새로운 모델을 개발할 때 종양-면역 시스템 상호작용의 중요성과 1차 생검의 가치를 다루는 독점 암 생물학 플랫폼을 개발했습니다. 중요한 종양 표적인 Bruton's tyrosine kinase(BTK)를 억제하는 임상 단계 약물 후보를 개발했습니다. RAF 이합체 단백질 복합체 및 PARP 계열의 단백질, 면역 체크포인트 단백질 수용체 PD-1을 억제하는 면역항암제. 지리적 세그먼트는 중국, 미국 및 기타 국가입니다.",헬스케어,제약/건강기능식품,US,13459494123,https://www.beigene.com,nasdaq
0,BIDU,https://file.alphasquare.co.kr/media/images/stock_logo/us/BIDU.jpeg,바이두 ADR,"Baidu는 웹 분석 회사인 Statcounter에 따르면 2021년 9월 검색 엔진 시장의 84%를 차지하는 중국 최대의 인터넷 검색 엔진입니다. 이 회사는 2020년 검색 엔진에서 온라인 마케팅 서비스 수익의 62%를 창출했습니다. 검색 엔진 외에 Baidu는 기술 중심 회사이며 다른 주요 성장 이니셔티브는 인공 지능 클라우드, 비디오 스트리밍 서비스, 음성 인식 기술 및 자율 주행입니다.",,,US,,https://ir.baidu.com,nasdaq
0,BIIB,https://file.alphasquare.co.kr/media/images/stock_logo/us/BIIB.jpeg,바이오젠,"Biogen과 Idec은 2003년에 합병하여 Biogen의 다발성 경화증 치료제 Avonex와 Idec의 항암제 Rituxan을 판매하기 위해 힘을 합쳤습니다. 오늘날 Rituxan과 차세대 항체 Gazyva는 Roche와의 협력을 통해 시판되고 있습니다. Biogen은 또한 새로운 MS 약물 Plegridy, Tysabri, Tecfidera 및 Vumerity를 판매합니다. 일본에서 Biogen의 MS 포트폴리오는 Eisai가 공동 홍보합니다. 혈우병 치료제 Eloctate와 Alprolix(SOBI와 제휴)는 2017년 Biooverativ의 일부로 분사되었습니다. Biogen은 신경학 및 신경퇴행성 질환에 대한 3상 시험에서 여러 약물 후보를 보유하고 있으며 파트너 Ionis와 함께 Spinraza를 출시했습니다. Aduhelm은 2021년 6월 회사의 첫 번째 알츠하이머병 치료제로 승인되었으며, 2023년 1월 Leqembi에 이어 승인되었습니다.",헬스케어,생명과학/공학,US,(781) 464-2000,https://www.biogen.com,nasdaq
0,BKNG,https://file.alphasquare.co.kr/media/images/stock_logo/us/BKNG.jpeg,부킹 홀딩스,"Booking은 수익 기준으로 세계 최대의 온라인 여행사로서 호텔 및 대체 숙박 시설, 항공권, 렌터카, 레스토랑 예약, 크루즈, 체험 및 기타 휴가 패키지에 대한 예약 및 결제 서비스를 제공합니다. 이 회사는 Booking.com, Agoda, OpenTable 및 Rentalcars.com을 포함한 여러 브랜드 여행 예약 사이트를 운영하고 있으며 Kayak 및 Momondo를 인수하여 여행 미디어로 확장했습니다. 온라인 예약에 대한 거래 수수료는 수익과 이익의 대부분을 차지합니다.",운송,항공화물운송/물류,US,203-299-8000,https://www.bookingholdings.com,nasdaq
0,BKR,https://file.alphasquare.co.kr/media/images/stock_logo/us/BKR.jpeg,베이커 휴즈,"Baker Hughes는 유전 서비스 및 유전 장비 분야의 글로벌 리더로서 특히 인공 리프트, 특수 화학 제품 및 완제품 시장에서 강력한 입지를 확보하고 있습니다. 사업의 나머지 절반은 산업 발전, 공정 솔루션 및 산업 자산 관리에 중점을 두고 있으며, 특히 액화 천연 가스 시장과 광범위한 산업 최종 시장에 대한 노출도가 높습니다.",에너지,석유/석유화학,US,713-439-8600,https://www.bakerhughes.com,nasdaq
0,BMRN,,바이오마린 파마슈티컬,"BioMarin의 초점은 희귀 질환 치료법에 있습니다. Genzyme(현재 Sanofi의 일부)은 BioMarin과의 합작 투자를 통해 Aldurazyme을 판매하고 BioMarin은 Naglazyme, Vimizim 및 Brineura를 독립적으로 판매합니다. BioMarin은 또한 희귀 대사 장애 PKU를 치료하기 위해 Kuvan 및 Palynziq을 판매합니다(오랜 미국 권리 외에도 BioMarin은 Merck KGaA로부터 Kuvan 및 Palynziq에 대한 국제 권리를 다시 획득했습니다). Voxzogo(vosoritide)는 연골 무형성증에서 2021년에 승인되었습니다. 바이오마린의 록타비안(혈우병 A 유전자 치료제)은 2022년 유럽에서 승인됐으며 2023년 미국 승인을 앞두고 있다.",헬스케어,제약/건강기능식품,US,(415) 506-6700,http://www.bmrn.com,nasdaq
0,BNTX,https://file.alphasquare.co.kr/media/images/stock_logo/us/BNTX.jpeg,바이오엔테크 ADR,"BioNTech는 독일에 기반을 둔 생명 공학 회사로 개별 면역 요법을 비롯한 암 치료제 개발과 COVID-19를 포함한 전염병 백신 개발에 주력하고 있습니다. 이 회사의 종양학 파이프라인에는 항원, 신생항원, 사이토카인 및 항체를 암호화하는 mRNA 기반 약물을 포함하여 여러 종류의 약물이 포함되어 있습니다. 세포치료제; 이중특이성 항체; 및 소분자 면역조절제. BioNTech는 Roche, Eli Lilly, Pfizer, Sanofi 및 Genmab을 포함한 여러 대형 제약 회사와 파트너 관계를 맺고 있습니다. 코미나티(COVID-19 백신)는 첫 상용화 제품이다.",,,US,,https://www.biontech.de,nasdaq
0,BRKR,https://file.alphasquare.co.kr/media/images/stock_logo/us/BRKR.jpeg,브루커,"Bruker Corp는 생명 과학, 제약 및 생명 공학 산업의 고객을 위한 과학 기기 및 진단 테스트를 제조합니다. Bruker Scientific Instruments(BSI) BioSpin, BSI CALID, BSI Nano 및 Bruker Energy and Supercon Technologies(BEST)의 네 가지 운영 부문에서 운영됩니다. 회사는 BSI CALID 부문에서 최대 수익을 창출합니다. 지리적으로 유럽에서 수익의 대부분을 얻습니다.",헬스케어,의료장비/용품,US,978663-3660,https://www.bruker.com,nasdaq
0,BSY,https://file.alphasquare.co.kr/media/images/stock_logo/us/BSY.jpeg,벤틀리 시스템즈,"Bentley Systems Inc는 인프라 설계, 건설 및 운영을 위해 엔지니어, 건축가, 지리 공간 전문가, 시공자 및 자영업자에게 소프트웨어 솔루션을 제공하는 업체입니다. 이 소프트웨어는 데스크톱, 온프레미스 서버, 클라우드 네이티브 서비스, 모바일 장치 및 웹 브라우저를 포함하여 엔지니어링 분야, 분산된 프로젝트 팀, 사무실에서 현장, 컴퓨팅 폼 팩터 전반에 걸쳐 디지털 워크플로를 지원합니다. 솔루션은 온프레미스, 클라우드 및 하이브리드 환경을 통해 제공됩니다. 지리적 세그먼트는 아메리카입니다. 유럽, 중동 및 아프리카; 및 아시아 태평양.",IT/ICT,소프트웨어,US,,https://www.bentley.com,nasdaq
0,CCEP,https://file.alphasquare.co.kr/media/images/stock_logo/us/CCEP.jpeg,코카-콜라 유로퍼시픽 파트너스,"Coca-Cola Europacific Partners PLC는 유럽에서 Coca-Cola 브랜드로 무알코올 즉석 음료 제품을 판매하는 보틀링 회사입니다. 회사는 하나의 부문을 통해 운영됩니다. 주요 라이선서인 Coca-Cola Co.로부터 농축액과 시럽을 구매한 다음 음료를 생산, 포장 및 소매점에 배포합니다. 현재 라이센스를 통해 회사는 이베리아, 벨기에, 프랑스 대륙, 영국, 룩셈부르크, 모나코, 네덜란드, 노르웨이, 아이슬란드, 독일 및 스웨덴과 같은 특정 지역 내에서 코카콜라 제품을 독점적으로 마케팅, 생산 및 유통할 수 있습니다. 이베리아, 영국, 독일 및 프랑스에서의 음료 판매는 회사의 총 판매량 및 수익의 대부분을 차지합니다.",,,US,,https://www.cocacolaep.com,nasdaq
0,CDNS,https://file.alphasquare.co.kr/media/images/stock_logo/us/CDNS.png,케이던스 디자인 시스템,"Cadence Design Systems는 전자 설계 자동화 소프트웨어, 지적 재산, 시스템 설계 및 분석 제품을 제공하는 업체입니다. EDA 소프트웨어는 칩 설계 프로세스를 자동화하여 전체 흐름의 종단 간 솔루션에서 설계 정확도, 생산성 및 복잡성을 향상시킵니다. Cadence는 설계 IP 포트폴리오와 시스템 수준 분석 및 검증 솔루션을 지원하는 시스템 설계 및 분석 제품을 제공합니다. Cadence의 포괄적인 포트폴리오는 업스택에서 시스템과 같은 회사로 이동하는 반도체 회사와 다운스택에서 사내 반도체 설계로 이동하는 시스템 회사의 상호 수렴을 통해 이익을 얻고 있습니다. 결과적으로 다양한 최종 시장의 디지털화와 함께 EDA 고객의 확장은 Cadence와 같은 EDA 벤더에게 혜택을 줍니다.",IT/ICT,소프트웨어,US,(408) 943-1234,https://www.cadence.com,nasdaq
0,CDW,https://file.alphasquare.co.kr/media/images/stock_logo/us/CDW.png,CDW,"CDW Corp는 미국(매출의 95%)과 캐나다(5%)에서 운영되는 부가가치 리셀러입니다. 이 회사는 노트북에서 데이터 센터 소프트웨어에 이르는 카드 라인에 100,000개 이상의 제품을 보유하고 있습니다. CDW 수익의 약 절반은 중소기업, 정부 기관, 교육 기관 및 의료 기관에서 나머지는 중간 규모 및 대기업에서 발생합니다.",소매,인터넷/카탈로그소매,US,847-465-6000,https://www.cdw.com,nasdaq
